Year,Name,Code,Yield,Harvest area,region
1953,NEW HAMPSHIRE,33,45,1000,1
1952,NEW HAMPSHIRE,33,42,1000,1
1951,NEW HAMPSHIRE,33,43,2000,1
1950,NEW HAMPSHIRE,33,48,2000,1
1949,NEW HAMPSHIRE,33,48,2000,1
1948,NEW HAMPSHIRE,33,37,2000,1
1947,NEW HAMPSHIRE,33,45,2000,1
1946,NEW HAMPSHIRE,33,42,3000,1
1945,NEW HAMPSHIRE,33,42,2000,1
1944,NEW HAMPSHIRE,33,43,3000,1
1943,NEW HAMPSHIRE,33,42,3000,1
1942,NEW HAMPSHIRE,33,43,2000,1
1941,NEW HAMPSHIRE,33,43,2000,1
1940,NEW HAMPSHIRE,33,40,2000,1
1939,NEW HAMPSHIRE,33,42,3000,1
1938,NEW HAMPSHIRE,33,41,4000,1
1937,NEW HAMPSHIRE,33,40,3000,1
1936,NEW HAMPSHIRE,33,41,3000,1
1935,NEW HAMPSHIRE,33,41,4000,1
1934,NEW HAMPSHIRE,33,41,4000,1
1933,NEW HAMPSHIRE,33,41,4000,1
1932,NEW HAMPSHIRE,33,40,4000,1
1931,NEW HAMPSHIRE,33,43,3000,1
1930,NEW HAMPSHIRE,33,43,3000,1
1929,NEW HAMPSHIRE,33,41,3000,1
1928,NEW HAMPSHIRE,33,40,3000,1
1927,NEW HAMPSHIRE,33,41,3000,1
1926,NEW HAMPSHIRE,33,42,3000,1
1925,NEW HAMPSHIRE,33,44,3000,1
1924,NEW HAMPSHIRE,33,41,3000,1
1923,NEW HAMPSHIRE,33,42,4000,1
1922,NEW HAMPSHIRE,33,43,6000,1
1921,NEW HAMPSHIRE,33,46,8000,1
1920,NEW HAMPSHIRE,33,45,9000,1
1919,NEW HAMPSHIRE,33,42,10000,1
1918,NEW HAMPSHIRE,33,36,22000,1
1917,NEW HAMPSHIRE,33,34,21000,1
1916,NEW HAMPSHIRE,33,37.5,17000,1
1915,NEW HAMPSHIRE,33,39,23000,1
1914,NEW HAMPSHIRE,33,40,23000,1
1913,NEW HAMPSHIRE,33,31,25000,1
1912,NEW HAMPSHIRE,33,40,27000,1
1911,NEW HAMPSHIRE,33,39,28000,1
1910,NEW HAMPSHIRE,33,43,28000,1
1909,NEW HAMPSHIRE,33,35,29000,1
1908,NEW HAMPSHIRE,33,43.5,27000,1
1907,NEW HAMPSHIRE,33,38.5,27000,1
1906,NEW HAMPSHIRE,33,41.5,28000,1
1905,NEW HAMPSHIRE,33,43,30000,1
1904,NEW HAMPSHIRE,33,30,31000,1
1903,NEW HAMPSHIRE,33,26,33000,1
1902,NEW HAMPSHIRE,33,30,36000,1
1901,NEW HAMPSHIRE,33,44.5,33000,1
1900,NEW HAMPSHIRE,33,42.5,34000,1
1899,NEW HAMPSHIRE,33,42,34000,1
1898,NEW HAMPSHIRE,33,43,33000,1
1897,NEW HAMPSHIRE,33,34,34000,1
1896,NEW HAMPSHIRE,33,42,42000,1
1895,NEW HAMPSHIRE,33,42.5,41000,1
1894,NEW HAMPSHIRE,33,38,39000,1
1893,NEW HAMPSHIRE,33,39,38000,1
1892,NEW HAMPSHIRE,33,41.5,38000,1
1891,NEW HAMPSHIRE,33,42,38000,1
1890,NEW HAMPSHIRE,33,38,36000,1
1889,NEW HAMPSHIRE,33,41.6,37000,1
1888,NEW HAMPSHIRE,33,29,38000,1
1887,NEW HAMPSHIRE,33,41,38000,1
1886,NEW HAMPSHIRE,33,41,38000,1
1885,NEW HAMPSHIRE,33,43,38000,1
1884,NEW HAMPSHIRE,33,40,39000,1
1883,NEW HAMPSHIRE,33,40,38000,1
1882,NEW HAMPSHIRE,33,25.5,37000,1
1881,NEW HAMPSHIRE,33,38.5,37000,1
1880,NEW HAMPSHIRE,33,40.5,37000,1
1879,NEW HAMPSHIRE,33,36.9,37000,1
1878,NEW HAMPSHIRE,33,37.5,37000,1
1877,NEW HAMPSHIRE,33,41,36000,1
1876,NEW HAMPSHIRE,33,40,35000,1
1875,NEW HAMPSHIRE,33,40.5,36000,1
1874,NEW HAMPSHIRE,33,37,35000,1
1873,NEW HAMPSHIRE,33,38,37000,1
1872,NEW HAMPSHIRE,33,39,39000,1
1871,NEW HAMPSHIRE,33,40,39000,1
1870,NEW HAMPSHIRE,33,37,39000,1
1869,NEW HAMPSHIRE,33,30.5,39000,1
1868,NEW HAMPSHIRE,33,39,39000,1
1867,NEW HAMPSHIRE,33,40,40000,1
1866,NEW HAMPSHIRE,33,35,41000,1
2018,NEW JERSEY,34,141,61000,1
2017,NEW JERSEY,34,167,70000,1
2016,NEW JERSEY,34,145,71000,1
2015,NEW JERSEY,34,147,72000,1
2014,NEW JERSEY,34,157,79000,1
2013,NEW JERSEY,34,139,80000,1
2012,NEW JERSEY,34,118,86000,1
2011,NEW JERSEY,34,123,81000,1
2010,NEW JERSEY,34,114,71000,1
2009,NEW JERSEY,34,143,70000,1
2008,NEW JERSEY,34,116,74000,1
2007,NEW JERSEY,34,124,82000,1
2006,NEW JERSEY,34,129,64000,1
2005,NEW JERSEY,34,122,62000,1
2004,NEW JERSEY,34,143,72000,1
2003,NEW JERSEY,34,113,61000,1
2002,NEW JERSEY,34,61,70000,1
2001,NEW JERSEY,34,112,66000,1
2000,NEW JERSEY,34,134,75000,1
1999,NEW JERSEY,34,37,60000,1
1998,NEW JERSEY,34,92,98000,1
1997,NEW JERSEY,34,108,94000,1
1996,NEW JERSEY,34,126,94000,1
1995,NEW JERSEY,34,93,78000,1
1994,NEW JERSEY,34,119,81000,1
1993,NEW JERSEY,34,96,80000,1
1992,NEW JERSEY,34,120,82000,1
1991,NEW JERSEY,34,110,77000,1
1990,NEW JERSEY,34,118,75000,1
1989,NEW JERSEY,34,102,71000,1
1988,NEW JERSEY,34,70,79000,1
1987,NEW JERSEY,34,104,85000,1
1986,NEW JERSEY,34,107,94000,1
1985,NEW JERSEY,34,110,109000,1
1984,NEW JERSEY,34,107,99000,1
1983,NEW JERSEY,34,68,90000,1
1983,NEW JERSEY,34,68,92000,1
1983,NEW JERSEY,34,68,66.5,1
1982,NEW JERSEY,34,100,114000,1
1982,NEW JERSEY,34,100,115000,1
1982,NEW JERSEY,34,100,99.1,1
1981,NEW JERSEY,34,99,130000,1
1980,NEW JERSEY,34,75,118000,1
1979,NEW JERSEY,34,90,95000,1
1978,NEW JERSEY,34,91,103000,1
1977,NEW JERSEY,34,70,99000,1
1976,NEW JERSEY,34,86,115000,1
1975,NEW JERSEY,34,81,90000,1
1974,NEW JERSEY,34,83,87000,1
1973,NEW JERSEY,34,79,75000,1
1972,NEW JERSEY,34,74,52000,1
1971,NEW JERSEY,34,65,83000,1
1970,NEW JERSEY,34,78,68000,1
1969,NEW JERSEY,34,81.5,66000,1
1968,NEW JERSEY,34,67,54000,1
1967,NEW JERSEY,34,88,72000,1
1966,NEW JERSEY,34,46,53000,1
1965,NEW JERSEY,34,67,62000,1
1964,NEW JERSEY,34,57.5,62000,1
1963,NEW JERSEY,34,60,62000,1
1962,NEW JERSEY,34,73,78000,1
1961,NEW JERSEY,34,74,78000,1
1960,NEW JERSEY,34,71,108000,1
1959,NEW JERSEY,34,70,111000,1
1958,NEW JERSEY,34,74,99000,1
1957,NEW JERSEY,34,30,74000,1
1956,NEW JERSEY,34,70,134000,1
1955,NEW JERSEY,34,28,133000,1
1954,NEW JERSEY,34,48,142000,1
1953,NEW JERSEY,34,54.5,139000,1
1952,NEW JERSEY,34,52.5,145000,1
1951,NEW JERSEY,34,52.5,135000,1
1950,NEW JERSEY,34,54,121000,1
1949,NEW JERSEY,34,43.3,117000,1
1948,NEW JERSEY,34,50,132000,1
1947,NEW JERSEY,34,43,122000,1
1946,NEW JERSEY,34,45,125000,1
1945,NEW JERSEY,34,44.5,125000,1
1944,NEW JERSEY,34,32.5,135000,1
1943,NEW JERSEY,34,35,127000,1
1942,NEW JERSEY,34,43.5,138000,1
1941,NEW JERSEY,34,39,130000,1
1940,NEW JERSEY,34,38,131000,1
1939,NEW JERSEY,34,36.5,131000,1
1938,NEW JERSEY,34,36.5,144000,1
1937,NEW JERSEY,34,39,157000,1
1936,NEW JERSEY,34,35,148000,1
1935,NEW JERSEY,34,42,164000,1
1934,NEW JERSEY,34,36.5,152000,1
1933,NEW JERSEY,34,36,150000,1
1932,NEW JERSEY,34,40,142000,1
1931,NEW JERSEY,34,39,148000,1
1930,NEW JERSEY,34,35,136000,1
1929,NEW JERSEY,34,38,131000,1
1928,NEW JERSEY,34,37,137000,1
1927,NEW JERSEY,34,40,144000,1
1926,NEW JERSEY,34,43,158000,1
1925,NEW JERSEY,34,46,170000,1
1924,NEW JERSEY,34,33,159000,1
1923,NEW JERSEY,34,40,171000,1
1922,NEW JERSEY,34,42,176000,1
1921,NEW JERSEY,34,45,191000,1
1920,NEW JERSEY,34,43,206000,1
1919,NEW JERSEY,34,38,234000,1
1918,NEW JERSEY,34,35,260000,1
1917,NEW JERSEY,34,37,255000,1
1916,NEW JERSEY,34,36,263000,1
1915,NEW JERSEY,34,36,268000,1
1914,NEW JERSEY,34,39.5,255000,1
1913,NEW JERSEY,34,38,273000,1
1912,NEW JERSEY,34,37,273000,1
1911,NEW JERSEY,34,38,273000,1
1910,NEW JERSEY,34,36,273000,1
1909,NEW JERSEY,34,37.7,273000,1
1908,NEW JERSEY,34,40,275000,1
1907,NEW JERSEY,34,36,278000,1
1906,NEW JERSEY,34,36.5,281000,1
1905,NEW JERSEY,34,35,284000,1
1904,NEW JERSEY,34,38.5,284000,1
1903,NEW JERSEY,34,22,284000,1
1902,NEW JERSEY,34,36,309000,1
1901,NEW JERSEY,34,36.5,297000,1
1900,NEW JERSEY,34,33,316000,1
1899,NEW JERSEY,34,37.2,316000,1
1898,NEW JERSEY,34,35.5,313000,1
1897,NEW JERSEY,34,32.5,325000,1
1896,NEW JERSEY,34,33,336000,1
1895,NEW JERSEY,34,30,333000,1
1894,NEW JERSEY,34,28,333000,1
1893,NEW JERSEY,34,26,340000,1
1892,NEW JERSEY,34,31.5,354000,1
1891,NEW JERSEY,34,37,361000,1
1890,NEW JERSEY,34,36,357000,1
1889,NEW JERSEY,34,32.3,357000,1
1888,NEW JERSEY,34,35,350000,1
1887,NEW JERSEY,34,35,350000,1
1886,NEW JERSEY,34,31.5,347000,1
1885,NEW JERSEY,34,34,350000,1
1884,NEW JERSEY,34,34,344000,1
1883,NEW JERSEY,34,33,347000,1
1882,NEW JERSEY,34,31,344000,1
1881,NEW JERSEY,34,27,337000,1
1880,NEW JERSEY,34,33.5,347000,1
1879,NEW JERSEY,34,32.4,345000,1
1878,NEW JERSEY,34,32,355000,1
1877,NEW JERSEY,34,33,350000,1
1876,NEW JERSEY,34,29.5,350000,1
1875,NEW JERSEY,34,34,340000,1
1874,NEW JERSEY,34,25.5,335000,1
1873,NEW JERSEY,34,32,335000,1
1872,NEW JERSEY,34,34,355000,1
1871,NEW JERSEY,34,32,345000,1
1870,NEW JERSEY,34,33.5,340000,1
1869,NEW JERSEY,34,28,330000,1
1868,NEW JERSEY,34,33,315000,1
1867,NEW JERSEY,34,33,325000,1
1866,NEW JERSEY,34,31.5,325000,1
2018,NEW MEXICO,35,187,35000,4
2017,NEW MEXICO,35,134,43000,4
2016,NEW MEXICO,35,150,41000,4
2015,NEW MEXICO,35,180,40000,4
2014,NEW MEXICO,35,195,48000,4
2013,NEW MEXICO,35,190,38000,4
2012,NEW MEXICO,35,170,43000,4
2011,NEW MEXICO,35,180,45000,4
2010,NEW MEXICO,35,180,66000,4
2009,NEW MEXICO,35,190,50000,4
2008,NEW MEXICO,35,185,55000,4
2007,NEW MEXICO,35,180,54000,4
2006,NEW MEXICO,35,185,45000,4
2005,NEW MEXICO,35,175,55000,4
2004,NEW MEXICO,35,180,58000,4
2003,NEW MEXICO,35,180,48000,4
2002,NEW MEXICO,35,175,49000,4
2001,NEW MEXICO,35,180,46000,4
2000,NEW MEXICO,35,160,66000,4
1999,NEW MEXICO,35,180,83000,4
1998,NEW MEXICO,35,165,85000,4
1997,NEW MEXICO,35,175,85000,4
1996,NEW MEXICO,35,175,84000,4
1995,NEW MEXICO,35,160,73000,4
1994,NEW MEXICO,35,150,85000,4
1993,NEW MEXICO,35,165,85000,4
1992,NEW MEXICO,35,160,71000,4
1991,NEW MEXICO,35,165,60000,4
1990,NEW MEXICO,35,145,55000,4
1989,NEW MEXICO,35,160,60000,4
1988,NEW MEXICO,35,155,55000,4
1987,NEW MEXICO,35,155,49000,4
1986,NEW MEXICO,35,150,62000,4
1985,NEW MEXICO,35,155,65000,4
1985,NEW MEXICO,35,155,66000,4
1985,NEW MEXICO,35,155,152.7,4
1984,NEW MEXICO,35,150,63000,4
1984,NEW MEXICO,35,150,66000,4
1984,NEW MEXICO,35,150,143.2,4
1983,NEW MEXICO,35,140,50000,4
1983,NEW MEXICO,35,140,51000,4
1983,NEW MEXICO,35,140,137.3,4
1982,NEW MEXICO,35,125,65000,4
1982,NEW MEXICO,35,125,66000,4
1982,NEW MEXICO,35,125,123.1,4
1981,NEW MEXICO,35,128,65000,4
1981,NEW MEXICO,35,128,66000,4
1981,NEW MEXICO,35,128,126.1,4
1980,NEW MEXICO,35,90,75000,4
1980,NEW MEXICO,35,90,78000,4
1980,NEW MEXICO,35,90,86.5,4
1979,NEW MEXICO,35,114,74000,4
1979,NEW MEXICO,35,114,76000,4
1979,NEW MEXICO,35,114,111,4
1978,NEW MEXICO,35,106,72000,4
1978,NEW MEXICO,35,106,74000,4
1978,NEW MEXICO,35,106,103.1,4
1977,NEW MEXICO,35,90,114000,4
1976,NEW MEXICO,35,105,96000,4
1975,NEW MEXICO,35,100,75000,4
1974,NEW MEXICO,35,77,49000,4
1973,NEW MEXICO,35,70,29000,4
1972,NEW MEXICO,35,75,24000,4
1971,NEW MEXICO,35,55,17000,4
1970,NEW MEXICO,35,57,18000,4
1969,NEW MEXICO,35,56,21000,4
1968,NEW MEXICO,35,55,20000,4
1967,NEW MEXICO,35,50,16000,4
1966,NEW MEXICO,35,42,13000,4
1965,NEW MEXICO,35,39,15000,4
1964,NEW MEXICO,35,39,14000,4
1963,NEW MEXICO,35,37,13000,4
1962,NEW MEXICO,35,36,12000,4
1961,NEW MEXICO,35,35,15000,4
1960,NEW MEXICO,35,39,17000,4
1959,NEW MEXICO,35,30,22000,4
1958,NEW MEXICO,35,28,26000,4
1957,NEW MEXICO,35,28,26000,4
1956,NEW MEXICO,35,22.5,24000,4
1955,NEW MEXICO,35,21.5,35000,4
1954,NEW MEXICO,35,20.5,30000,4
1953,NEW MEXICO,35,15.5,22000,4
1952,NEW MEXICO,35,14.5,30000,4
1951,NEW MEXICO,35,18,31000,4
1950,NEW MEXICO,35,16.5,52000,4
1949,NEW MEXICO,35,16.5,75000,4
1948,NEW MEXICO,35,15,73000,4
1947,NEW MEXICO,35,14.5,83000,4
1946,NEW MEXICO,35,16,105000,4
1945,NEW MEXICO,35,15,104000,4
1944,NEW MEXICO,35,14.5,162000,4
1943,NEW MEXICO,35,14,147000,4
1942,NEW MEXICO,35,16,172000,4
1941,NEW MEXICO,35,15,176000,4
1940,NEW MEXICO,35,13.5,146000,4
1939,NEW MEXICO,35,13.9,148000,4
1938,NEW MEXICO,35,14,154000,4
1937,NEW MEXICO,35,14,171000,4
1936,NEW MEXICO,35,12.5,140000,4
1935,NEW MEXICO,35,14,171000,4
1934,NEW MEXICO,35,14,70000,4
1933,NEW MEXICO,35,14,179000,4
1932,NEW MEXICO,35,12.5,218000,4
1931,NEW MEXICO,35,16,221000,4
1930,NEW MEXICO,35,14,191000,4
1929,NEW MEXICO,35,17.7,217000,4
1928,NEW MEXICO,35,15,211000,4
1927,NEW MEXICO,35,13.5,139000,4
1926,NEW MEXICO,35,15,189000,4
1925,NEW MEXICO,35,15.5,170000,4
1924,NEW MEXICO,35,13.5,168000,4
1923,NEW MEXICO,35,13.5,174000,4
1922,NEW MEXICO,35,8,178000,4
1921,NEW MEXICO,35,19.5,244000,4
1920,NEW MEXICO,35,20,241000,4
1919,NEW MEXICO,35,21,227000,4
1918,NEW MEXICO,35,19,195000,4
1917,NEW MEXICO,35,15.5,176000,4
1916,NEW MEXICO,35,16.5,165000,4
1915,NEW MEXICO,35,21,144000,4
1914,NEW MEXICO,35,23,136000,4
1913,NEW MEXICO,35,13.5,130000,4
1912,NEW MEXICO,35,18,132000,4
1911,NEW MEXICO,35,19.5,128000,4
1910,NEW MEXICO,35,15,117000,4
1909,NEW MEXICO,35,19.5,109000,4
1908,NEW MEXICO,35,20,96000,4
1907,NEW MEXICO,35,20,84000,4
1906,NEW MEXICO,35,22,79000,4
1905,NEW MEXICO,35,21.5,70000,4
1904,NEW MEXICO,35,19,56000,4
1903,NEW MEXICO,35,20.5,59000,4
1902,NEW MEXICO,35,18.5,53000,4
1901,NEW MEXICO,35,23,49000,4
1900,NEW MEXICO,35,18.5,45000,4
1899,NEW MEXICO,35,16.4,42000,4
1898,NEW MEXICO,35,20.5,38000,4
1897,NEW MEXICO,35,21,37000,4
1896,NEW MEXICO,35,20,35000,4
1895,NEW MEXICO,35,22.5,33000,4
1894,NEW MEXICO,35,20,34000,4
1893,NEW MEXICO,35,22,29000,4
1892,NEW MEXICO,35,19,30000,4
1891,NEW MEXICO,35,20,34000,4
1890,NEW MEXICO,35,21,36000,4
1889,NEW MEXICO,35,20.4,35000,4
1888,NEW MEXICO,35,21,34000,4
1887,NEW MEXICO,35,21.5,34000,4
1886,NEW MEXICO,35,22.5,33000,4
1885,NEW MEXICO,35,23.5,32000,4
1884,NEW MEXICO,35,22,35000,4
1883,NEW MEXICO,35,23,34000,4
1882,NEW MEXICO,35,23.5,34000,4
2018,NEW YORK,36,159,645000,1
2017,NEW YORK,36,161,485000,1
2016,NEW YORK,36,129,570000,1
2015,NEW YORK,36,143,590000,1
2014,NEW YORK,36,148,680000,1
2013,NEW YORK,36,137,690000,1
2012,NEW YORK,36,134,680000,1
2011,NEW YORK,36,133,620000,1
2010,NEW YORK,36,149,590000,1
2009,NEW YORK,36,134,595000,1
2008,NEW YORK,36,144,640000,1
2007,NEW YORK,36,128,550000,1
2006,NEW YORK,36,129,480000,1
2005,NEW YORK,36,124,460000,1
2004,NEW YORK,36,122,500000,1
2003,NEW YORK,36,121,440000,1
2002,NEW YORK,36,97,460000,1
2001,NEW YORK,36,105,540000,1
2000,NEW YORK,36,98,450000,1
1999,NEW YORK,36,101,590000,1
1998,NEW YORK,36,114,580000,1
1997,NEW YORK,36,110,600000,1
1996,NEW YORK,36,103,630000,1
1995,NEW YORK,36,105,620000,1
1994,NEW YORK,36,116,570000,1
1993,NEW YORK,36,105,540000,1
1992,NEW YORK,36,92,550000,1
1991,NEW YORK,36,98,600000,1
1990,NEW YORK,36,98,620000,1
1989,NEW YORK,36,93,570000,1
1988,NEW YORK,36,85,540000,1
1987,NEW YORK,36,109,600000,1
1986,NEW YORK,36,99,650000,1
1985,NEW YORK,36,95,720000,1
1985,NEW YORK,36,95,730000,1
1985,NEW YORK,36,95,93.7,1
1984,NEW YORK,36,91,670000,1
1984,NEW YORK,36,91,675000,1
1984,NEW YORK,36,91,90.3,1
1983,NEW YORK,36,90,600000,1
1983,NEW YORK,36,90,605000,1
1983,NEW YORK,36,90,89.3,1
1982,NEW YORK,36,92,765000,1
1982,NEW YORK,36,92,775000,1
1982,NEW YORK,36,92,90.8,1
1981,NEW YORK,36,93,830000,1
1981,NEW YORK,36,93,850000,1
1981,NEW YORK,36,93,90.8,1
1980,NEW YORK,36,93,730000,1
1980,NEW YORK,36,93,740000,1
1980,NEW YORK,36,93,91.7,1
1979,NEW YORK,36,92,650000,1
1979,NEW YORK,36,92,670000,1
1979,NEW YORK,36,92,89.3,1
1978,NEW YORK,36,86,600000,1
1978,NEW YORK,36,86,610000,1
1978,NEW YORK,36,86,84.6,1
1977,NEW YORK,36,87,640000,1
1977,NEW YORK,36,87,710000,1
1977,NEW YORK,36,87,78.4,1
1976,NEW YORK,36,81,573000,1
1976,NEW YORK,36,81,598000,1
1976,NEW YORK,36,81,77.6,1
1975,NEW YORK,36,87,545000,1
1975,NEW YORK,36,87,564000,1
1974,NEW YORK,36,78,525000,1
1973,NEW YORK,36,75,420000,1
1972,NEW YORK,36,68,320000,1
1971,NEW YORK,36,85,405000,1
1970,NEW YORK,36,88,315000,1
1969,NEW YORK,36,85,260000,1
1968,NEW YORK,36,80,259000,1
1967,NEW YORK,36,87,291000,1
1966,NEW YORK,36,75,217000,1
1965,NEW YORK,36,61,205000,1
1964,NEW YORK,36,64,189000,1
1963,NEW YORK,36,62,200000,1
1962,NEW YORK,36,63,179000,1
1961,NEW YORK,36,67,181000,1
1960,NEW YORK,36,59,211000,1
1959,NEW YORK,36,55.5,229000,1
1958,NEW YORK,36,55,212000,1
1957,NEW YORK,36,56,238000,1
1956,NEW YORK,36,54.5,231000,1
1955,NEW YORK,36,49.5,233000,1
1954,NEW YORK,36,47.5,238000,1
1953,NEW YORK,36,50,239000,1
1952,NEW YORK,36,52,233000,1
1951,NEW YORK,36,47,172000,1
1950,NEW YORK,36,45,185000,1
1949,NEW YORK,36,46,170000,1
1948,NEW YORK,36,44,164000,1
1947,NEW YORK,36,35,135000,1
1946,NEW YORK,36,40,153000,1
1945,NEW YORK,36,35,130000,1
1944,NEW YORK,36,35.5,138000,1
1943,NEW YORK,36,35,131000,1
1942,NEW YORK,36,40,172000,1
1941,NEW YORK,36,40,162000,1
1940,NEW YORK,36,32.5,140000,1
1939,NEW YORK,36,35,190000,1
1938,NEW YORK,36,37,198000,1
1937,NEW YORK,36,35.5,166000,1
1936,NEW YORK,36,31,142000,1
1935,NEW YORK,36,34,171000,1
1934,NEW YORK,36,34.5,167000,1
1933,NEW YORK,36,31,157000,1
1932,NEW YORK,36,35,145000,1
1931,NEW YORK,36,39,133000,1
1930,NEW YORK,36,30,113000,1
1929,NEW YORK,36,33,113000,1
1928,NEW YORK,36,34,97000,1
1927,NEW YORK,36,34,125000,1
1926,NEW YORK,36,35,128000,1
1925,NEW YORK,36,36,209000,1
1924,NEW YORK,36,34,176000,1
1923,NEW YORK,36,32.4,241000,1
1922,NEW YORK,36,35.5,292000,1
1921,NEW YORK,36,46,268000,1
1920,NEW YORK,36,40,276000,1
1919,NEW YORK,36,43,320000,1
1918,NEW YORK,36,34,775000,1
1917,NEW YORK,36,31,760000,1
1916,NEW YORK,36,30,710000,1
1915,NEW YORK,36,38,770000,1
1914,NEW YORK,36,41,760000,1
1913,NEW YORK,36,28,750000,1
1912,NEW YORK,36,35,730000,1
1911,NEW YORK,36,37,760000,1
1910,NEW YORK,36,38.5,760000,1
1909,NEW YORK,36,35.4,750000,1
1908,NEW YORK,36,38,720000,1
1907,NEW YORK,36,29.5,730000,1
1906,NEW YORK,36,35,750000,1
1905,NEW YORK,36,34,760000,1
1904,NEW YORK,36,31,770000,1
1903,NEW YORK,36,28,760000,1
1902,NEW YORK,36,27,810000,1
1901,NEW YORK,36,35,790000,1
1900,NEW YORK,36,34.5,845000,1
1899,NEW YORK,36,30.4,830000,1
1898,NEW YORK,36,34.5,780000,1
1897,NEW YORK,36,32,780000,1
1896,NEW YORK,36,35,800000,1
1895,NEW YORK,36,36,760000,1
1894,NEW YORK,36,31.5,730000,1
1893,NEW YORK,36,32,740000,1
1892,NEW YORK,36,33,735000,1
1891,NEW YORK,36,35,745000,1
1890,NEW YORK,36,30.5,690000,1
1889,NEW YORK,36,30.6,725000,1
1888,NEW YORK,36,31,730000,1
1887,NEW YORK,36,34.5,730000,1
1886,NEW YORK,36,32,730000,1
1885,NEW YORK,36,33,740000,1
1884,NEW YORK,36,32.5,760000,1
1883,NEW YORK,36,23.5,770000,1
1882,NEW YORK,36,28,780000,1
1881,NEW YORK,36,26.5,770000,1
1880,NEW YORK,36,32.5,800000,1
1879,NEW YORK,36,33,779000,1
1878,NEW YORK,36,32.5,765000,1
1877,NEW YORK,36,33.5,760000,1
1876,NEW YORK,36,30,730000,1
1875,NEW YORK,36,33,725000,1
1874,NEW YORK,36,31.5,685000,1
1873,NEW YORK,36,31,685000,1
1872,NEW YORK,36,35,700000,1
1871,NEW YORK,36,33,710000,1
1870,NEW YORK,36,35,710000,1
1869,NEW YORK,36,27,690000,1
1868,NEW YORK,36,32.5,680000,1
1867,NEW YORK,36,33.5,665000,1
1866,NEW YORK,36,29,720000,1
2018,NORTH CAROLINA,37,113,830000,3
2017,NORTH CAROLINA,37,142,840000,3
2016,NORTH CAROLINA,37,129,940000,3
2015,NORTH CAROLINA,37,113,730000,3
2014,NORTH CAROLINA,37,132,780000,3
2013,NORTH CAROLINA,37,142,860000,3
2012,NORTH CAROLINA,37,117,820000,3
2011,NORTH CAROLINA,37,84,815000,3
2010,NORTH CAROLINA,37,91,840000,3
2009,NORTH CAROLINA,37,117,800000,3
2008,NORTH CAROLINA,37,78,830000,3
2007,NORTH CAROLINA,37,100,1010000,3
2006,NORTH CAROLINA,37,132,740000,3
2005,NORTH CAROLINA,37,120,700000,3
2004,NORTH CAROLINA,37,117,740000,3
2003,NORTH CAROLINA,37,106,680000,3
2002,NORTH CAROLINA,37,83,680000,3
2001,NORTH CAROLINA,37,125,625000,3
2000,NORTH CAROLINA,37,116,640000,3
1999,NORTH CAROLINA,37,80,640000,3
1998,NORTH CAROLINA,37,70,770000,3
1997,NORTH CAROLINA,37,89,870000,3
1996,NORTH CAROLINA,37,95,900000,3
1995,NORTH CAROLINA,37,107,700000,3
1994,NORTH CAROLINA,37,91,900000,3
1993,NORTH CAROLINA,37,65,850000,3
1992,NORTH CAROLINA,37,95,1040000,3
1991,NORTH CAROLINA,37,90,950000,3
1990,NORTH CAROLINA,37,68,1070000,3
1989,NORTH CAROLINA,37,93,950000,3
1988,NORTH CAROLINA,37,84,970000,3
1987,NORTH CAROLINA,37,68,1100000,3
1986,NORTH CAROLINA,37,69,1360000,3
1985,NORTH CAROLINA,37,79,1625000,3
1985,NORTH CAROLINA,37,79,1665000,3
1985,NORTH CAROLINA,37,79,77.1,3
1984,NORTH CAROLINA,37,90,1620000,3
1984,NORTH CAROLINA,37,90,1650000,3
1984,NORTH CAROLINA,37,90,88.4,3
1983,NORTH CAROLINA,37,60,1280000,3
1983,NORTH CAROLINA,37,60,1340000,3
1983,NORTH CAROLINA,37,60,57.3,3
1982,NORTH CAROLINA,37,99,1570000,3
1982,NORTH CAROLINA,37,99,1590000,3
1982,NORTH CAROLINA,37,99,97.8,3
1981,NORTH CAROLINA,37,77,1830000,3
1981,NORTH CAROLINA,37,77,1847000,3
1981,NORTH CAROLINA,37,77,76.4,3
1980,NORTH CAROLINA,37,60,1730000,3
1979,NORTH CAROLINA,37,76,1690000,3
1979,NORTH CAROLINA,37,76,1710000,3
1979,NORTH CAROLINA,37,76,75.1,3
1978,NORTH CAROLINA,37,76,1600000,3
1978,NORTH CAROLINA,37,76,1620000,3
1978,NORTH CAROLINA,37,76,75.1,3
1977,NORTH CAROLINA,37,51,1740000,3
1976,NORTH CAROLINA,37,80,1880000,3
1975,NORTH CAROLINA,37,67,1590000,3
1975,NORTH CAROLINA,37,67,311800,3
1974,NORTH CAROLINA,37,75,1570000,3
1973,NORTH CAROLINA,37,82,1400000,3
1972,NORTH CAROLINA,37,80,1280000,3
1971,NORTH CAROLINA,37,57,1565000,3
1970,NORTH CAROLINA,37,50,1400000,3
1969,NORTH CAROLINA,37,68,1281000,3
1968,NORTH CAROLINA,37,60,1348000,3
1967,NORTH CAROLINA,37,76,1381000,3
1966,NORTH CAROLINA,37,45,1341000,3
1965,NORTH CAROLINA,37,70,1316000,3
1964,NORTH CAROLINA,37,59,1357000,3
1963,NORTH CAROLINA,37,55,1396000,3
1962,NORTH CAROLINA,37,56,1270000,3
1961,NORTH CAROLINA,37,48,1402000,3
