Year,Name,Code,Yield,Harvest area,region
1962,LOUISIANA,22,28,222000,3
1961,LOUISIANA,22,37,267000,3
1960,LOUISIANA,22,27,338000,3
1959,LOUISIANA,22,31,393000,3
1958,LOUISIANA,22,27,447000,3
1957,LOUISIANA,22,22,471000,3
1956,LOUISIANA,22,26,535000,3
1955,LOUISIANA,22,29,569000,3
1954,LOUISIANA,22,20,575000,3
1953,LOUISIANA,22,19,500000,3
1952,LOUISIANA,22,19,593000,3
1951,LOUISIANA,22,22,666000,3
1950,LOUISIANA,22,20,776000,3
1949,LOUISIANA,22,20,727000,3
1948,LOUISIANA,22,17.5,870000,3
1947,LOUISIANA,22,13.5,941000,3
1946,LOUISIANA,22,14,975000,3
1945,LOUISIANA,22,18.5,1059000,3
1944,LOUISIANA,22,14,1139000,3
1943,LOUISIANA,22,16,1242000,3
1942,LOUISIANA,22,17,1270000,3
1941,LOUISIANA,22,14,1408000,3
1940,LOUISIANA,22,15,1514000,3
1939,LOUISIANA,22,14,1619000,3
1938,LOUISIANA,22,16.5,1673000,3
1937,LOUISIANA,22,17.5,1470000,3
1936,LOUISIANA,22,13.5,1525000,3
1935,LOUISIANA,22,16,1610000,3
1934,LOUISIANA,22,9.6,1548000,3
1933,LOUISIANA,22,13,1407000,3
1932,LOUISIANA,22,14.2,1480000,3
1931,LOUISIANA,22,16,1338000,3
1930,LOUISIANA,22,11,1152000,3
1929,LOUISIANA,22,15.8,1170000,3
1928,LOUISIANA,22,15,1213000,3
1927,LOUISIANA,22,16,1140000,3
1926,LOUISIANA,22,15.5,1107000,3
1925,LOUISIANA,22,16,1207000,3
1924,LOUISIANA,22,11,1195000,3
1923,LOUISIANA,22,14,1217000,3
1922,LOUISIANA,22,16,1328000,3
1921,LOUISIANA,22,17.5,1559000,3
1920,LOUISIANA,22,18,1445000,3
1919,LOUISIANA,22,14.5,1505000,3
1918,LOUISIANA,22,13,1600000,3
1917,LOUISIANA,22,14.5,1600000,3
1916,LOUISIANA,22,17,1560000,3
1915,LOUISIANA,22,17,1660000,3
1914,LOUISIANA,22,15.5,1620000,3
1913,LOUISIANA,22,17,1600000,3
1912,LOUISIANA,22,16,1560000,3
1911,LOUISIANA,22,15,1700000,3
1910,LOUISIANA,22,18,1700000,3
1909,LOUISIANA,22,16.4,1592000,3
1908,LOUISIANA,22,16,1270000,3
1907,LOUISIANA,22,14,1220000,3
1906,LOUISIANA,22,16,1210000,3
1905,LOUISIANA,22,13.5,1170000,3
1904,LOUISIANA,22,16.5,1170000,3
1903,LOUISIANA,22,18,1210000,3
1902,LOUISIANA,22,11,1250000,3
1901,LOUISIANA,22,12,1260000,3
1900,LOUISIANA,22,15,1300000,3
1899,LOUISIANA,22,16.4,1350000,3
1898,LOUISIANA,22,18,1230000,3
1897,LOUISIANA,22,16,1180000,3
1896,LOUISIANA,22,13,1100000,3
1895,LOUISIANA,22,17.5,1140000,3
1894,LOUISIANA,22,16.5,1010000,3
1893,LOUISIANA,22,15,970000,3
1892,LOUISIANA,22,16,940000,3
1891,LOUISIANA,22,16,850000,3
1890,LOUISIANA,22,14.5,825000,3
1889,LOUISIANA,22,15.6,838000,3
1888,LOUISIANA,22,14.5,825000,3
1887,LOUISIANA,22,16,825000,3
1886,LOUISIANA,22,15.5,790000,3
1885,LOUISIANA,22,16,790000,3
1884,LOUISIANA,22,12.5,755000,3
1883,LOUISIANA,22,14.5,835000,3
1882,LOUISIANA,22,15,730000,3
1881,LOUISIANA,22,12,710000,3
1880,LOUISIANA,22,15.5,770000,3
1879,LOUISIANA,22,13.3,743000,3
1878,LOUISIANA,22,16.5,770000,3
1877,LOUISIANA,22,16,700000,3
1876,LOUISIANA,22,15,665000,3
1875,LOUISIANA,22,14.5,675000,3
1874,LOUISIANA,22,13,615000,3
1873,LOUISIANA,22,15,660000,3
1872,LOUISIANA,22,17,630000,3
1871,LOUISIANA,22,12.5,600000,3
1870,LOUISIANA,22,16.5,530000,3
1869,LOUISIANA,22,15.5,510000,3
1868,LOUISIANA,22,17,535000,3
1867,LOUISIANA,22,15.5,330000,3
1866,LOUISIANA,22,11,260000,3
1955,MAINE,23,39,1000,1
1954,MAINE,23,34,1000,1
1953,MAINE,23,39,1000,1
1952,MAINE,23,31,1000,1
1951,MAINE,23,36,2000,1
1950,MAINE,23,34,2000,1
1949,MAINE,23,42,2000,1
1948,MAINE,23,32,2000,1
1947,MAINE,23,40,2000,1
1946,MAINE,23,37,3000,1
1945,MAINE,23,39,2000,1
1944,MAINE,23,39,2000,1
1943,MAINE,23,39,3000,1
1942,MAINE,23,41,3000,1
1941,MAINE,23,40,3000,1
1940,MAINE,23,39,3000,1
1939,MAINE,23,41,5000,1
1938,MAINE,23,42,3000,1
1937,MAINE,23,38,2000,1
1936,MAINE,23,39,3000,1
1935,MAINE,23,38,3000,1
1934,MAINE,23,35,3000,1
1933,MAINE,23,40,4000,1
1932,MAINE,23,41,3000,1
1931,MAINE,23,38,2000,1
1930,MAINE,23,39,2000,1
1929,MAINE,23,40,2000,1
1928,MAINE,23,40,1000,1
1927,MAINE,23,37,1000,1
1926,MAINE,23,36,1000,1
1925,MAINE,23,36,1000,1
1924,MAINE,23,40,1000,1
1923,MAINE,23,39,2000,1
1922,MAINE,23,40,3000,1
1921,MAINE,23,42,4000,1
1920,MAINE,23,44,5000,1
1919,MAINE,23,41,7000,1
1918,MAINE,23,36,25000,1
1917,MAINE,23,30,23000,1
1916,MAINE,23,34.5,17000,1
1915,MAINE,23,33,23000,1
1914,MAINE,23,38,23000,1
1913,MAINE,23,29.5,23000,1
1912,MAINE,23,31,24000,1
1911,MAINE,23,40,26000,1
1910,MAINE,23,43,24000,1
1909,MAINE,23,35,24000,1
1908,MAINE,23,42.5,23000,1
1907,MAINE,23,38,23000,1
1906,MAINE,23,40,24000,1
1905,MAINE,23,42,25000,1
1904,MAINE,23,37,25000,1
1903,MAINE,23,26,29000,1
1902,MAINE,23,24,28000,1
1901,MAINE,23,41.5,27000,1
1900,MAINE,23,38.5,27000,1
1899,MAINE,23,38.3,26000,1
1898,MAINE,23,40,24000,1
1897,MAINE,23,34,22000,1
1896,MAINE,23,36,32000,1
1895,MAINE,23,41,31000,1
1894,MAINE,23,40,31000,1
1893,MAINE,23,30,32000,1
1892,MAINE,23,35.5,30000,1
1891,MAINE,23,37.5,30000,1
1890,MAINE,23,33,28000,1
1889,MAINE,23,35,28000,1
1888,MAINE,23,21.5,30000,1
1887,MAINE,23,36,30000,1
1886,MAINE,23,32.5,29000,1
1885,MAINE,23,34,29000,1
1884,MAINE,23,33,28000,1
1883,MAINE,23,32,30000,1
1882,MAINE,23,28,31000,1
1881,MAINE,23,32.5,31000,1
1880,MAINE,23,31,31000,1
1879,MAINE,23,31,31000,1
1878,MAINE,23,36,34000,1
1877,MAINE,23,35,30000,1
1876,MAINE,23,31,28000,1
1875,MAINE,23,31.5,28000,1
1874,MAINE,23,25,31000,1
1873,MAINE,23,27.5,35000,1
1872,MAINE,23,34,37000,1
1871,MAINE,23,30.5,40000,1
1870,MAINE,23,35,43000,1
1869,MAINE,23,24,44000,1
1868,MAINE,23,31.5,47000,1
1867,MAINE,23,31.5,50000,1
1866,MAINE,23,30,53000,1
2018,MARYLAND,24,146,390000,3
2017,MARYLAND,24,172,420000,3
2016,MARYLAND,24,152,400000,3
2015,MARYLAND,24,164,380000,3
2014,MARYLAND,24,175,430000,3
2013,MARYLAND,24,158,420000,3
2012,MARYLAND,24,122,435000,3
2011,MARYLAND,24,109,420000,3
2010,MARYLAND,24,106,430000,3
2009,MARYLAND,24,145,425000,3
2008,MARYLAND,24,121,400000,3
2007,MARYLAND,24,101,465000,3
2006,MARYLAND,24,140,425000,3
2005,MARYLAND,24,135,400000,3
2004,MARYLAND,24,153,425000,3
2003,MARYLAND,24,123,410000,3
2002,MARYLAND,24,74,425000,3
2001,MARYLAND,24,136,410000,3
2000,MARYLAND,24,155,405000,3
1999,MARYLAND,24,93,360000,3
1998,MARYLAND,24,109,400000,3
1997,MARYLAND,24,90,410000,3
1996,MARYLAND,24,139,465000,3
1995,MARYLAND,24,105,400000,3
1994,MARYLAND,24,118,390000,3
1993,MARYLAND,24,78,420000,3
1992,MARYLAND,24,124,470000,3
1991,MARYLAND,24,95,450000,3
1990,MARYLAND,24,118,450000,3
1989,MARYLAND,24,110,400000,3
1988,MARYLAND,24,65,420000,3
1987,MARYLAND,24,78,460000,3
1986,MARYLAND,24,73,580000,3
1985,MARYLAND,24,110,640000,3
1985,MARYLAND,24,110,641000,3
1985,MARYLAND,24,110,109.8,3
1984,MARYLAND,24,118,590000,3
1984,MARYLAND,24,118,591000,3
1984,MARYLAND,24,118,117.8,3
1983,MARYLAND,24,68,545000,3
1983,MARYLAND,24,68,549000,3
1983,MARYLAND,24,68,67.5,3
1982,MARYLAND,24,103,640000,3
1982,MARYLAND,24,103,641000,3
1982,MARYLAND,24,103,102.8,3
1981,MARYLAND,24,102,680000,3
1981,MARYLAND,24,102,681000,3
1981,MARYLAND,24,102,101.9,3
1980,MARYLAND,24,72,640000,3
1980,MARYLAND,24,72,642000,3
1980,MARYLAND,24,72,61.4,3
1979,MARYLAND,24,99,595000,3
1979,MARYLAND,24,99,596000,3
1979,MARYLAND,24,99,84.5,3
1978,MARYLAND,24,97,590000,3
1978,MARYLAND,24,97,592000,3
1978,MARYLAND,24,97,82.1,3
1977,MARYLAND,24,72,600000,3
1977,MARYLAND,24,72,604000,3
1977,MARYLAND,24,72,59.2,3
1976,MARYLAND,24,92,630000,3
1976,MARYLAND,24,92,632000,3
1976,MARYLAND,24,92,78.3,3
1975,MARYLAND,24,92,550000,3
1975,MARYLAND,24,92,552000,3
1975,MARYLAND,24,92,92,3
1974,MARYLAND,24,86,535000,3
1974,MARYLAND,24,86,537000,3
1974,MARYLAND,24,86,86,3
1973,MARYLAND,24,85,500000,3
1973,MARYLAND,24,85,502000,3
1973,MARYLAND,24,85,85,3
1972,MARYLAND,24,80,443000,3
1972,MARYLAND,24,80,447000,3
1972,MARYLAND,24,80,79,3
1971,MARYLAND,24,72,516000,3
1970,MARYLAND,24,83,501000,3
1969,MARYLAND,24,81,487000,3
1968,MARYLAND,24,66,484000,3
1967,MARYLAND,24,82,526000,3
1966,MARYLAND,24,44,446000,3
1965,MARYLAND,24,74,474000,3
1964,MARYLAND,24,66.5,409000,3
1963,MARYLAND,24,52,393000,3
1962,MARYLAND,24,60,354000,3
1961,MARYLAND,24,60,369000,3
1960,MARYLAND,24,60,425000,3
1959,MARYLAND,24,54.5,413000,3
1958,MARYLAND,24,62,382000,3
1957,MARYLAND,24,35,328000,3
1956,MARYLAND,24,60,428000,3
1955,MARYLAND,24,40.5,465000,3
1954,MARYLAND,24,42.5,435000,3
1953,MARYLAND,24,47,435000,3
1952,MARYLAND,24,47,463000,3
1951,MARYLAND,24,47,437000,3
1950,MARYLAND,24,48,394000,3
1949,MARYLAND,24,43,402000,3
1948,MARYLAND,24,45,418000,3
1947,MARYLAND,24,38,413000,3
1946,MARYLAND,24,43,412000,3
1945,MARYLAND,24,41,420000,3
1944,MARYLAND,24,35.3,460000,3
1943,MARYLAND,24,26,413000,3
1942,MARYLAND,24,36,424000,3
1941,MARYLAND,24,35,420000,3
1940,MARYLAND,24,34,462000,3
1939,MARYLAND,24,34,463000,3
1938,MARYLAND,24,36,463000,3
1937,MARYLAND,24,36,482000,3
1936,MARYLAND,24,36,477000,3
1935,MARYLAND,24,34,487000,3
1934,MARYLAND,24,29,451000,3
1933,MARYLAND,24,29,503000,3
1932,MARYLAND,24,29.5,478000,3
1931,MARYLAND,24,35.5,481000,3
1930,MARYLAND,24,14.5,452000,3
1929,MARYLAND,24,31.5,463000,3
1928,MARYLAND,24,31,456000,3
1927,MARYLAND,24,35.5,451000,3
1926,MARYLAND,24,32.5,482000,3
1925,MARYLAND,24,36.5,515000,3
1924,MARYLAND,24,28,481000,3
1923,MARYLAND,24,35,566000,3
1922,MARYLAND,24,34,591000,3
1921,MARYLAND,24,33,610000,3
1920,MARYLAND,24,32.5,617000,3
1919,MARYLAND,24,34,619000,3
1918,MARYLAND,24,31,655000,3
1917,MARYLAND,24,35,650000,3
1916,MARYLAND,24,35,600000,3
1915,MARYLAND,24,31.5,610000,3
1914,MARYLAND,24,33.5,600000,3
1913,MARYLAND,24,29.5,620000,3
1912,MARYLAND,24,33,630000,3
1911,MARYLAND,24,33,640000,3
1910,MARYLAND,24,30,655000,3
1909,MARYLAND,24,27.7,658000,3
1908,MARYLAND,24,31,650000,3
1907,MARYLAND,24,30.5,650000,3
1906,MARYLAND,24,31.5,660000,3
1905,MARYLAND,24,33.5,660000,3
1904,MARYLAND,24,30.5,665000,3
1903,MARYLAND,24,26,660000,3
1902,MARYLAND,24,28.5,675000,3
1901,MARYLAND,24,31.5,670000,3
1900,MARYLAND,24,24.5,668000,3
1899,MARYLAND,24,30,660000,3
1898,MARYLAND,24,26,665000,3
1897,MARYLAND,24,32,700000,3
1896,MARYLAND,24,30.5,705000,3
1895,MARYLAND,24,27,700000,3
1894,MARYLAND,24,23,705000,3
1893,MARYLAND,24,24,705000,3
1892,MARYLAND,24,26.5,712000,3
1891,MARYLAND,24,29,726000,3
1890,MARYLAND,24,26,712000,3
1889,MARYLAND,24,25.4,705000,3
1888,MARYLAND,24,27,712000,3
1887,MARYLAND,24,27.5,691000,3
1886,MARYLAND,24,23.5,691000,3
1885,MARYLAND,24,24,698000,3
1884,MARYLAND,24,23.5,670000,3
1883,MARYLAND,24,24.5,670000,3
1882,MARYLAND,24,26,670000,3
1881,MARYLAND,24,19,652000,3
1880,MARYLAND,24,24,665000,3
1879,MARYLAND,24,24,665000,3
1878,MARYLAND,24,22.5,675000,3
1877,MARYLAND,24,22.5,660000,3
1876,MARYLAND,24,24,645000,3
1875,MARYLAND,24,25,630000,3
1874,MARYLAND,24,21,640000,3
1873,MARYLAND,24,22.5,630000,3
1872,MARYLAND,24,22,600000,3
1871,MARYLAND,24,23.5,585000,3
1870,MARYLAND,24,22,575000,3
1869,MARYLAND,24,20,595000,3
1868,MARYLAND,24,23,590000,3
1867,MARYLAND,24,24,600000,3
1866,MARYLAND,24,25,605000,3
1966,MASSACHUSETTS,25,72,2000,1
1965,MASSACHUSETTS,25,75,2000,1
1964,MASSACHUSETTS,25,68,2000,1
1963,MASSACHUSETTS,25,70,2000,1
1962,MASSACHUSETTS,25,71,2000,1
1961,MASSACHUSETTS,25,64,2000,1
1960,MASSACHUSETTS,25,64,2000,1
1959,MASSACHUSETTS,25,63,3000,1
1958,MASSACHUSETTS,25,64,3000,1
1957,MASSACHUSETTS,25,57,3000,1
1956,MASSACHUSETTS,25,53,3000,1
1955,MASSACHUSETTS,25,52,3000,1
1954,MASSACHUSETTS,25,54,3000,1
1953,MASSACHUSETTS,25,52,3000,1
1952,MASSACHUSETTS,25,53,5000,1
1951,MASSACHUSETTS,25,54,5000,1
1950,MASSACHUSETTS,25,47,5000,1
1949,MASSACHUSETTS,25,45,5000,1
1948,MASSACHUSETTS,25,41,5000,1
1947,MASSACHUSETTS,25,47,6000,1
1946,MASSACHUSETTS,25,46,6000,1
1945,MASSACHUSETTS,25,45,5000,1
1944,MASSACHUSETTS,25,39,7000,1
1943,MASSACHUSETTS,25,42,7000,1
1942,MASSACHUSETTS,25,44,6000,1
1941,MASSACHUSETTS,25,41,6000,1
1940,MASSACHUSETTS,25,41,6000,1
1939,MASSACHUSETTS,25,41,8000,1
1938,MASSACHUSETTS,25,38,8000,1
1937,MASSACHUSETTS,25,41,8000,1
1936,MASSACHUSETTS,25,42,9000,1
1935,MASSACHUSETTS,25,41,10000,1
1934,MASSACHUSETTS,25,41,9000,1
1933,MASSACHUSETTS,25,40,9000,1
1932,MASSACHUSETTS,25,40,9000,1
1931,MASSACHUSETTS,25,43,9000,1
1930,MASSACHUSETTS,25,45,10000,1
1929,MASSACHUSETTS,25,39,9000,1
1928,MASSACHUSETTS,25,39,10000,1
1927,MASSACHUSETTS,25,42,12000,1
1926,MASSACHUSETTS,25,44,7000,1
1925,MASSACHUSETTS,25,44,12000,1
1924,MASSACHUSETTS,25,40,10000,1
1923,MASSACHUSETTS,25,43,12000,1
1922,MASSACHUSETTS,25,44,16000,1
1921,MASSACHUSETTS,25,48,22000,1
1920,MASSACHUSETTS,25,40,22000,1
1919,MASSACHUSETTS,25,47,29000,1
1918,MASSACHUSETTS,25,45.5,59000,1
1917,MASSACHUSETTS,25,41.5,54000,1
1916,MASSACHUSETTS,25,42,44000,1
1915,MASSACHUSETTS,25,43.5,51000,1
1914,MASSACHUSETTS,25,44.5,53000,1
1913,MASSACHUSETTS,25,38.5,55000,1
1912,MASSACHUSETTS,25,43,57000,1
1911,MASSACHUSETTS,25,41.5,60000,1
1910,MASSACHUSETTS,25,43.5,61000,1
1909,MASSACHUSETTS,25,39.5,60000,1
1908,MASSACHUSETTS,25,44,59000,1
1907,MASSACHUSETTS,25,39,58000,1
1906,MASSACHUSETTS,25,43,59000,1
1905,MASSACHUSETTS,25,42,59000,1
1904,MASSACHUSETTS,25,40,58000,1
1903,MASSACHUSETTS,25,28,59000,1
1902,MASSACHUSETTS,25,35,62000,1
1901,MASSACHUSETTS,25,43,60000,1
1900,MASSACHUSETTS,25,39,60000,1
1899,MASSACHUSETTS,25,39.4,59000,1
1898,MASSACHUSETTS,25,40,56000,1
1897,MASSACHUSETTS,25,34,56000,1
1896,MASSACHUSETTS,25,43,60000,1
1895,MASSACHUSETTS,25,42.5,59000,1
1894,MASSACHUSETTS,25,34.5,57000,1
1893,MASSACHUSETTS,25,36,57000,1
1892,MASSACHUSETTS,25,39.5,57000,1
1891,MASSACHUSETTS,25,40.5,56000,1
1890,MASSACHUSETTS,25,39,52000,1
1889,MASSACHUSETTS,25,39.1,53000,1
1888,MASSACHUSETTS,25,36,54000,1
1887,MASSACHUSETTS,25,40.5,55000,1
1886,MASSACHUSETTS,25,40,55000,1
1885,MASSACHUSETTS,25,39,54000,1
1884,MASSACHUSETTS,25,39,55000,1
1883,MASSACHUSETTS,25,35,56000,1
1882,MASSACHUSETTS,25,27,55000,1
1881,MASSACHUSETTS,25,32.5,54000,1
1880,MASSACHUSETTS,25,38,54000,1
1879,MASSACHUSETTS,25,34.2,53000,1
1878,MASSACHUSETTS,25,37,48000,1
1877,MASSACHUSETTS,25,38,50000,1
1876,MASSACHUSETTS,25,35.5,45000,1
1875,MASSACHUSETTS,25,36.5,38000,1
1874,MASSACHUSETTS,25,32,42000,1
1873,MASSACHUSETTS,25,35,44000,1
1872,MASSACHUSETTS,25,37,47000,1
1871,MASSACHUSETTS,25,37,49000,1
1870,MASSACHUSETTS,25,31,51000,1
1869,MASSACHUSETTS,25,33.5,53000,1
1868,MASSACHUSETTS,25,36,60000,1
1867,MASSACHUSETTS,25,35.5,66000,1
1866,MASSACHUSETTS,25,34,70000,1
2018,MICHIGAN,26,153,1940000,2
2017,MICHIGAN,26,159,1890000,2
2016,MICHIGAN,26,157,2040000,2
2015,MICHIGAN,26,162,2070000,2
2014,MICHIGAN,26,161,2210000,2
2013,MICHIGAN,26,155,2230000,2
2012,MICHIGAN,26,132,2380000,2
2011,MICHIGAN,26,153,2190000,2
2010,MICHIGAN,26,149,2100000,2
2009,MICHIGAN,26,148,2090000,2
2008,MICHIGAN,26,138,2140000,2
2007,MICHIGAN,26,123,2340000,2
2006,MICHIGAN,26,147,1950000,2
2005,MICHIGAN,26,143,2010000,2
2004,MICHIGAN,26,134,1920000,2
2003,MICHIGAN,26,128,2030000,2
2002,MICHIGAN,26,117,2000000,2
2001,MICHIGAN,26,105,1900000,2
2000,MICHIGAN,26,124,1950000,2
1999,MICHIGAN,26,130,1950000,2
1998,MICHIGAN,26,111,2050000,2
1997,MICHIGAN,26,117,2180000,2
1996,MICHIGAN,26,94,2250000,2
1995,MICHIGAN,26,115,2170000,2
1994,MICHIGAN,26,117,2180000,2
1993,MICHIGAN,26,110,2050000,2
1992,MICHIGAN,26,105,2300000,2
1991,MICHIGAN,26,110,2300000,2
1990,MICHIGAN,26,115,2070000,2
1989,MICHIGAN,26,113,1970000,2
1988,MICHIGAN,26,70,1600000,2
1987,MICHIGAN,26,97,1980000,2
1986,MICHIGAN,26,105,2450000,2
1986,MICHIGAN,26,105,49,2
1985,MICHIGAN,26,105,2730000,2
1985,MICHIGAN,26,105,2750000,2
1985,MICHIGAN,26,105,105,2
1984,MICHIGAN,26,84,2620000,2
1984,MICHIGAN,26,84,2640000,2
1984,MICHIGAN,26,84,83.4,2
1983,MICHIGAN,26,92,1800000,2
1983,MICHIGAN,26,92,1810000,2
1983,MICHIGAN,26,92,91.5,2
1982,MICHIGAN,26,107,2740000,2
1982,MICHIGAN,26,107,2750000,2
1982,MICHIGAN,26,107,106.6,2
1981,MICHIGAN,26,96,2800000,2
1981,MICHIGAN,26,96,2820000,2
1981,MICHIGAN,26,96,95.3,2
1980,MICHIGAN,26,95,2560000,2
1979,MICHIGAN,26,95,2500000,2
1978,MICHIGAN,26,81,2400000,2
1977,MICHIGAN,26,85,2490000,2
1977,MICHIGAN,26,85,2540000,2
1977,MICHIGAN,26,85,83.3,2
1976,MICHIGAN,26,69,2340000,2
1976,MICHIGAN,26,69,2360000,2
1976,MICHIGAN,26,69,68.4,2
1975,MICHIGAN,26,80,2200000,2
1975,MICHIGAN,26,80,2220000,2
1975,MICHIGAN,26,80,79.3,2
1974,MICHIGAN,26,60,1975000,2
1974,MICHIGAN,26,60,2005000,2
1974,MICHIGAN,26,60,59.1,2
1973,MICHIGAN,26,79,1855000,2
1973,MICHIGAN,26,79,1870000,2
1973,MICHIGAN,26,79,78.4,2
1972,MICHIGAN,26,83,1722000,2
1972,MICHIGAN,26,83,1785000,2
1972,MICHIGAN,26,83,80.1,2
1971,MICHIGAN,26,69,1730000,2
1970,MICHIGAN,26,81,1429000,2
1969,MICHIGAN,26,78,1240000,2
1968,MICHIGAN,26,78,1250000,2
1967,MICHIGAN,26,68,1390000,2
1966,MICHIGAN,26,68,1390000,2
1965,MICHIGAN,26,61,1481000,2
1964,MICHIGAN,26,60,1543000,2
1963,MICHIGAN,26,64,1493000,2
1962,MICHIGAN,26,63,1382000,2
1961,MICHIGAN,26,66,1455000,2
1960,MICHIGAN,26,54,1672000,2
1959,MICHIGAN,26,57,1724000,2
1958,MICHIGAN,26,56,1452000,2
1957,MICHIGAN,26,50,1452000,2
1956,MICHIGAN,26,51,1649000,2
1955,MICHIGAN,26,47,1639000,2
1954,MICHIGAN,26,46,1578000,2
1953,MICHIGAN,26,46,1479000,2
1952,MICHIGAN,26,50.5,1353000,2
1951,MICHIGAN,26,42,1325000,2
1950,MICHIGAN,26,39,1193000,2
1949,MICHIGAN,26,49.5,1340000,2
1948,MICHIGAN,26,40,1278000,2
1947,MICHIGAN,26,28.5,1147000,2
1946,MICHIGAN,26,29,1243000,2
1945,MICHIGAN,26,36,1306000,2
1944,MICHIGAN,26,32.4,1400000,2
1943,MICHIGAN,26,35.5,1043000,2
1942,MICHIGAN,26,44,1313000,2
1941,MICHIGAN,26,33,1185000,2
1940,MICHIGAN,26,33.5,1220000,2
1939,MICHIGAN,26,37.9,1272000,2
1938,MICHIGAN,26,37.5,1240000,2
1937,MICHIGAN,26,36,1193000,2
1936,MICHIGAN,26,26.5,1065000,2
1935,MICHIGAN,26,37.5,1267000,2
1934,MICHIGAN,26,24.5,1031000,2
1933,MICHIGAN,26,32.5,1074000,2
1932,MICHIGAN,26,36,1033000,2
1931,MICHIGAN,26,31,924000,2
1930,MICHIGAN,26,24.5,641000,2
1929,MICHIGAN,26,27.1,577000,2
1928,MICHIGAN,26,32.5,731000,2
1927,MICHIGAN,26,28,714000,2
1926,MICHIGAN,26,34,612000,2
1925,MICHIGAN,26,39,867000,2
1924,MICHIGAN,26,28.5,783000,2
1923,MICHIGAN,26,32.5,990000,2
1922,MICHIGAN,26,33.5,1007000,2
1921,MICHIGAN,26,37.5,1194000,2
1920,MICHIGAN,26,37.5,1206000,2
1919,MICHIGAN,26,34.5,1269000,2
1918,MICHIGAN,26,28,1650000,2
1917,MICHIGAN,26,21.5,1750000,2
1916,MICHIGAN,26,27,1650000,2
1915,MICHIGAN,26,31,1750000,2
1914,MICHIGAN,26,35,1750000,2
1913,MICHIGAN,26,32,1685000,2
1912,MICHIGAN,26,33,1635000,2
1911,MICHIGAN,26,32,1700000,2
1910,MICHIGAN,26,32,1700000,2
1909,MICHIGAN,26,33.3,1670000,2
1908,MICHIGAN,26,30,1610000,2
1907,MICHIGAN,26,30,1610000,2
1906,MICHIGAN,26,37,1580000,2
1905,MICHIGAN,26,34,1560000,2
1904,MICHIGAN,26,28.5,1600000,2
1903,MICHIGAN,26,32.5,1620000,2
1902,MICHIGAN,26,26.5,1620000,2
1901,MICHIGAN,26,34.5,1600000,2
1900,MICHIGAN,26,37,1570000,2
1899,MICHIGAN,26,29.7,1540000,2
1898,MICHIGAN,26,32,1430000,2
1897,MICHIGAN,26,33,1440000,2
1896,MICHIGAN,26,39,1490000,2
1895,MICHIGAN,26,34,1470000,2
1894,MICHIGAN,26,25,1260000,2
1893,MICHIGAN,26,28,1080000,2
1892,MICHIGAN,26,30,960000,2
1891,MICHIGAN,26,33,1110000,2
1890,MICHIGAN,26,30,1100000,2
1889,MICHIGAN,26,28.9,1090000,2
1888,MICHIGAN,26,34,1150000,2
1887,MICHIGAN,26,27.5,1100000,2
1886,MICHIGAN,26,33,1080000,2
1885,MICHIGAN,26,36,1070000,2
1884,MICHIGAN,26,35.5,1060000,2
1883,MICHIGAN,26,24.5,1010000,2
1882,MICHIGAN,26,35,1070000,2
1881,MICHIGAN,26,30.5,980000,2
1880,MICHIGAN,26,37,930000,2
1879,MICHIGAN,26,35.3,920000,2
1878,MICHIGAN,26,37,920000,2
1877,MICHIGAN,26,31,890000,2
1876,MICHIGAN,26,30,810000,2
1875,MICHIGAN,26,36,790000,2
1874,MICHIGAN,26,28,740000,2
1873,MICHIGAN,26,31,680000,2
1872,MICHIGAN,26,36,680000,2
1871,MICHIGAN,26,33.5,600000,2
1870,MICHIGAN,26,39,570000,2
1869,MICHIGAN,26,28,540000,2
1868,MICHIGAN,26,33,560000,2
1867,MICHIGAN,26,36,500000,2
1866,MICHIGAN,26,32,480000,2
2018,MINNESOTA,27,182,7490000,2
2017,MINNESOTA,27,194,7630000,2
2016,MINNESOTA,27,193,8000000,2
2015,MINNESOTA,27,188,7600000,2
2014,MINNESOTA,27,156,7550000,2
2013,MINNESOTA,27,159,8140000,2
2012,MINNESOTA,27,165,8330000,2
2011,MINNESOTA,27,155,7700000,2
2010,MINNESOTA,27,177,7300000,2
2009,MINNESOTA,27,174,7150000,2
2008,MINNESOTA,27,162,7200000,2
2007,MINNESOTA,27,146,7850000,2
2006,MINNESOTA,27,161,6850000,2
2005,MINNESOTA,27,174,6850000,2
2004,MINNESOTA,27,159,7050000,2
2003,MINNESOTA,27,146,6650000,2
2002,MINNESOTA,27,157,6700000,2
2001,MINNESOTA,27,130,6200000,2
2000,MINNESOTA,27,145,6650000,2
1999,MINNESOTA,27,150,6600000,2
1998,MINNESOTA,27,153,6750000,2
1997,MINNESOTA,27,132,6450000,2
1996,MINNESOTA,27,125,6950000,2
1995,MINNESOTA,27,119,6150000,2
1994,MINNESOTA,27,142,6450000,2
1993,MINNESOTA,27,70,4600000,2
1992,MINNESOTA,27,114,6500000,2
1991,MINNESOTA,27,120,6000000,2
1990,MINNESOTA,27,124,6150000,2
1990,MINNESOTA,27,124,6220000,2
1990,MINNESOTA,27,124,123,2
1989,MINNESOTA,27,125,5600000,2
1989,MINNESOTA,27,125,5680000,2
1989,MINNESOTA,27,125,123.2,2
1988,MINNESOTA,27,74,4700000,2
